id,plate_number,violation_type,location,image_path,detection_time,video_timestamp_ms
288,Unknown,No violation,Test Location,F:\1. BE CSE AIML\SEM 7\CAPSTONE PROJECT\Intelligent_Traffic_Violation_detection_and_Explanation_System\Code\ocr_results\annot_704_jpg.rf.6b62834de84ecb0999e0079ecfc8e62c.jpg,2025-10-30 00:32:56,
289,Unknown,No violation,Test Location,F:\1. BE CSE AIML\SEM 7\CAPSTONE PROJECT\Intelligent_Traffic_Violation_detection_and_Explanation_System\Code\ocr_results\annot_704_jpg.rf.6b62834de84ecb0999e0079ecfc8e62c.jpg,2025-10-30 00:33:01,
290,Unknown,No violation,Test Location,F:\1. BE CSE AIML\SEM 7\CAPSTONE PROJECT\Intelligent_Traffic_Violation_detection_and_Explanation_System\Code\ocr_results\annot_704_jpg.rf.6b62834de84ecb0999e0079ecfc8e62c.jpg,2025-10-30 00:33:02,
291,Unknown,No violation,Test Location,F:\1. BE CSE AIML\SEM 7\CAPSTONE PROJECT\Intelligent_Traffic_Violation_detection_and_Explanation_System\Code\ocr_results\annot_729_jpg.rf.c6772c3f2dc21b4fe315193c39207def.jpg,2025-10-30 00:33:05,
292,Unknown,No violation,Test Location,F:\1. BE CSE AIML\SEM 7\CAPSTONE PROJECT\Intelligent_Traffic_Violation_detection_and_Explanation_System\Code\ocr_results\annot_729_jpg.rf.c6772c3f2dc21b4fe315193c39207def.jpg,2025-10-30 00:33:09,
293,Unknown,No violation,Test Location,F:\1. BE CSE AIML\SEM 7\CAPSTONE PROJECT\Intelligent_Traffic_Violation_detection_and_Explanation_System\Code\ocr_results\annot_729_jpg.rf.c6772c3f2dc21b4fe315193c39207def.jpg,2025-10-30 00:33:11,
294,UNKNOWN,Lane Violation,Test Location,F:\1. BE CSE AIML\SEM 7\CAPSTONE PROJECT\Intelligent_Traffic_Violation_detection_and_Explanation_System\Code\ocr_results\vehicle_image.jpg,2025-10-30 00:33:13,
295,Unknown,Lane Violation,Test Location,F:\1. BE CSE AIML\SEM 7\CAPSTONE PROJECT\Intelligent_Traffic_Violation_detection_and_Explanation_System\Code\ocr_results\annot_730_jpg.rf.04ed6db082988f5fd0a1cad0a5cb7d01.jpg,2025-10-30 00:33:13,
296,Unknown,No violation,Test Location,F:\1. BE CSE AIML\SEM 7\CAPSTONE PROJECT\Intelligent_Traffic_Violation_detection_and_Explanation_System\Code\ocr_results\annot_730_jpg.rf.04ed6db082988f5fd0a1cad0a5cb7d01.jpg,2025-10-30 00:33:17,
297,UNKNOWN,Lane Violation,Test Location,F:\1. BE CSE AIML\SEM 7\CAPSTONE PROJECT\Intelligent_Traffic_Violation_detection_and_Explanation_System\Code\ocr_results\vehicle_image.jpg,2025-10-30 00:33:20,
298,Unknown,Lane Violation,Test Location,F:\1. BE CSE AIML\SEM 7\CAPSTONE PROJECT\Intelligent_Traffic_Violation_detection_and_Explanation_System\Code\ocr_results\annot_730_jpg.rf.04ed6db082988f5fd0a1cad0a5cb7d01.jpg,2025-10-30 00:33:20,
299,Unknown,No violation,Test Location,F:\1. BE CSE AIML\SEM 7\CAPSTONE PROJECT\Intelligent_Traffic_Violation_detection_and_Explanation_System\Code\ocr_results\annot_739_jpg.rf.2d6296f6205c1e2db568d3f5bc59464e.jpg,2025-10-30 00:33:24,
300,Unknown,No violation,Test Location,F:\1. BE CSE AIML\SEM 7\CAPSTONE PROJECT\Intelligent_Traffic_Violation_detection_and_Explanation_System\Code\ocr_results\annot_739_jpg.rf.2d6296f6205c1e2db568d3f5bc59464e.jpg,2025-10-30 00:33:29,
301,Unknown,No violation,Test Location,F:\1. BE CSE AIML\SEM 7\CAPSTONE PROJECT\Intelligent_Traffic_Violation_detection_and_Explanation_System\Code\ocr_results\annot_739_jpg.rf.2d6296f6205c1e2db568d3f5bc59464e.jpg,2025-10-30 00:33:32,
302,Unknown,No violation,Test Location,F:\1. BE CSE AIML\SEM 7\CAPSTONE PROJECT\Intelligent_Traffic_Violation_detection_and_Explanation_System\Code\ocr_results\annot_742_jpg.rf.d082f7c261b85b333a7cf2359a2cf04d.jpg,2025-10-30 00:33:33,
303,Unknown,No violation,Test Location,F:\1. BE CSE AIML\SEM 7\CAPSTONE PROJECT\Intelligent_Traffic_Violation_detection_and_Explanation_System\Code\ocr_results\annot_742_jpg.rf.d082f7c261b85b333a7cf2359a2cf04d.jpg,2025-10-30 00:33:35,
304,UNKNOWN,Lane Violation,Test Location,F:\1. BE CSE AIML\SEM 7\CAPSTONE PROJECT\Intelligent_Traffic_Violation_detection_and_Explanation_System\Code\ocr_results\vehicle_image.jpg,2025-10-30 00:33:38,
305,Unknown,Lane Violation,Test Location,F:\1. BE CSE AIML\SEM 7\CAPSTONE PROJECT\Intelligent_Traffic_Violation_detection_and_Explanation_System\Code\ocr_results\annot_742_jpg.rf.d082f7c261b85b333a7cf2359a2cf04d.jpg,2025-10-30 00:33:38,
306,Unknown,No violation,Test Location,F:\1. BE CSE AIML\SEM 7\CAPSTONE PROJECT\Intelligent_Traffic_Violation_detection_and_Explanation_System\Code\ocr_results\annot_753_jpg.rf.2fa6b8af02714c7a41858bcaefb6e58f.jpg,2025-10-30 00:33:40,
307,Unknown,No violation,Test Location,F:\1. BE CSE AIML\SEM 7\CAPSTONE PROJECT\Intelligent_Traffic_Violation_detection_and_Explanation_System\Code\ocr_results\annot_758_jpg.rf.51fc365d1edc640f5a4aeeb0bf9bc10e.jpg,2025-10-30 00:33:45,
308,Unknown,No violation,Test Location,F:\1. BE CSE AIML\SEM 7\CAPSTONE PROJECT\Intelligent_Traffic_Violation_detection_and_Explanation_System\Code\ocr_results\annot_758_jpg.rf.51fc365d1edc640f5a4aeeb0bf9bc10e.jpg,2025-10-30 00:33:49,
309,UNKNOWN,Lane Violation,Test Location,F:\1. BE CSE AIML\SEM 7\CAPSTONE PROJECT\Intelligent_Traffic_Violation_detection_and_Explanation_System\Code\ocr_results\vehicle_image.jpg,2025-10-30 00:33:51,
310,Unknown,Lane Violation,Test Location,F:\1. BE CSE AIML\SEM 7\CAPSTONE PROJECT\Intelligent_Traffic_Violation_detection_and_Explanation_System\Code\ocr_results\annot_758_jpg.rf.51fc365d1edc640f5a4aeeb0bf9bc10e.jpg,2025-10-30 00:33:52,
311,Unknown,No violation,Test Location,F:\1. BE CSE AIML\SEM 7\CAPSTONE PROJECT\Intelligent_Traffic_Violation_detection_and_Explanation_System\Code\ocr_results\annot_758_jpg.rf.51fc365d1edc640f5a4aeeb0bf9bc10e.jpg,2025-10-30 00:33:54,
312,Unknown,No violation,Test Location,F:\1. BE CSE AIML\SEM 7\CAPSTONE PROJECT\Intelligent_Traffic_Violation_detection_and_Explanation_System\Code\ocr_results\annot_77_jpg.rf.2f8c26fae04f8ca04071ce959c968ce3.jpg,2025-10-30 00:33:59,
313,Unknown,No violation,Test Location,F:\1. BE CSE AIML\SEM 7\CAPSTONE PROJECT\Intelligent_Traffic_Violation_detection_and_Explanation_System\Code\ocr_results\annot_787_jpg.rf.1669a564b45b590eb80a6663f7560aaf.jpg,2025-10-30 00:34:03,
314,UNKNOWN,Lane Violation,Test Location,F:\1. BE CSE AIML\SEM 7\CAPSTONE PROJECT\Intelligent_Traffic_Violation_detection_and_Explanation_System\Code\ocr_results\vehicle_image.jpg,2025-10-30 00:34:07,
315,Unknown,Lane Violation,Test Location,F:\1. BE CSE AIML\SEM 7\CAPSTONE PROJECT\Intelligent_Traffic_Violation_detection_and_Explanation_System\Code\ocr_results\annot_825_jpg.rf.93249da498e4241570a731c606be1437.jpg,2025-10-30 00:34:07,
316,Unknown,No violation,Test Location,F:\1. BE CSE AIML\SEM 7\CAPSTONE PROJECT\Intelligent_Traffic_Violation_detection_and_Explanation_System\Code\ocr_results\annot_825_jpg.rf.93249da498e4241570a731c606be1437.jpg,2025-10-30 00:34:11,
317,Unknown,No violation,Test Location,F:\1. BE CSE AIML\SEM 7\CAPSTONE PROJECT\Intelligent_Traffic_Violation_detection_and_Explanation_System\Code\ocr_results\annot_825_jpg.rf.93249da498e4241570a731c606be1437.jpg,2025-10-30 00:34:15,
318,Unknown,No violation,Test Location,F:\1. BE CSE AIML\SEM 7\CAPSTONE PROJECT\Intelligent_Traffic_Violation_detection_and_Explanation_System\Code\ocr_results\annot_84_jpg.rf.db7ad85cec83c5eeb05ddd3397f634ff.jpg,2025-10-30 00:34:18,
319,Unknown,No violation,Test Location,F:\1. BE CSE AIML\SEM 7\CAPSTONE PROJECT\Intelligent_Traffic_Violation_detection_and_Explanation_System\Code\ocr_results\annot_84_jpg.rf.db7ad85cec83c5eeb05ddd3397f634ff.jpg,2025-10-30 00:34:21,
320,UNKNOWN,Helmet Violation,Test Location,F:\1. BE CSE AIML\SEM 7\CAPSTONE PROJECT\Intelligent_Traffic_Violation_detection_and_Explanation_System\Code\ocr_results\vehicle_image.jpg,2025-10-30 00:34:24,
321,UNKNOWN,Lane Violation,Test Location,F:\1. BE CSE AIML\SEM 7\CAPSTONE PROJECT\Intelligent_Traffic_Violation_detection_and_Explanation_System\Code\ocr_results\vehicle_image.jpg,2025-10-30 00:34:24,
322,UNKNOWN,White Line Violation,Test Location,F:\1. BE CSE AIML\SEM 7\CAPSTONE PROJECT\Intelligent_Traffic_Violation_detection_and_Explanation_System\Code\ocr_results\vehicle_image.jpg,2025-10-30 00:34:24,
323,Unknown,Helmet Violation,Test Location,F:\1. BE CSE AIML\SEM 7\CAPSTONE PROJECT\Intelligent_Traffic_Violation_detection_and_Explanation_System\Code\ocr_results\annot_868_jpg.rf.21baab1137e114a67fe5d4601c78a090.jpg,2025-10-30 00:34:24,
324,Unknown,Lane Violation,Test Location,F:\1. BE CSE AIML\SEM 7\CAPSTONE PROJECT\Intelligent_Traffic_Violation_detection_and_Explanation_System\Code\ocr_results\annot_868_jpg.rf.21baab1137e114a67fe5d4601c78a090.jpg,2025-10-30 00:34:24,
325,Unknown,White Line Violation,Test Location,F:\1. BE CSE AIML\SEM 7\CAPSTONE PROJECT\Intelligent_Traffic_Violation_detection_and_Explanation_System\Code\ocr_results\annot_868_jpg.rf.21baab1137e114a67fe5d4601c78a090.jpg,2025-10-30 00:34:24,
326,UNKNOWN,White Line Violation,Test Location,F:\1. BE CSE AIML\SEM 7\CAPSTONE PROJECT\Intelligent_Traffic_Violation_detection_and_Explanation_System\Code\ocr_results\vehicle_image.jpg,2025-10-30 00:34:28,
327,Unknown,White Line Violation,Test Location,F:\1. BE CSE AIML\SEM 7\CAPSTONE PROJECT\Intelligent_Traffic_Violation_detection_and_Explanation_System\Code\ocr_results\annot_868_jpg.rf.21baab1137e114a67fe5d4601c78a090.jpg,2025-10-30 00:34:29,
328,UNKNOWN,Lane Violation,Test Location,F:\1. BE CSE AIML\SEM 7\CAPSTONE PROJECT\Intelligent_Traffic_Violation_detection_and_Explanation_System\Code\ocr_results\vehicle_image.jpg,2025-10-30 00:34:33,
329,UNKNOWN,White Line Violation,Test Location,F:\1. BE CSE AIML\SEM 7\CAPSTONE PROJECT\Intelligent_Traffic_Violation_detection_and_Explanation_System\Code\ocr_results\vehicle_image.jpg,2025-10-30 00:34:33,
330,Unknown,Lane Violation,Test Location,F:\1. BE CSE AIML\SEM 7\CAPSTONE PROJECT\Intelligent_Traffic_Violation_detection_and_Explanation_System\Code\ocr_results\annot_868_jpg.rf.21baab1137e114a67fe5d4601c78a090.jpg,2025-10-30 00:34:33,
331,Unknown,White Line Violation,Test Location,F:\1. BE CSE AIML\SEM 7\CAPSTONE PROJECT\Intelligent_Traffic_Violation_detection_and_Explanation_System\Code\ocr_results\annot_868_jpg.rf.21baab1137e114a67fe5d4601c78a090.jpg,2025-10-30 00:34:33,
332,UNKNOWN,White Line Violation,Test Location,F:\1. BE CSE AIML\SEM 7\CAPSTONE PROJECT\Intelligent_Traffic_Violation_detection_and_Explanation_System\Code\ocr_results\vehicle_image.jpg,2025-10-30 00:34:35,
333,Unknown,White Line Violation,Test Location,F:\1. BE CSE AIML\SEM 7\CAPSTONE PROJECT\Intelligent_Traffic_Violation_detection_and_Explanation_System\Code\ocr_results\annot_868_jpg.rf.21baab1137e114a67fe5d4601c78a090.jpg,2025-10-30 00:34:36,
334,Unknown,No violation,Test Location,F:\1. BE CSE AIML\SEM 7\CAPSTONE PROJECT\Intelligent_Traffic_Violation_detection_and_Explanation_System\Code\ocr_results\annot_94_jpg.rf.851b30ec3a8499f0d7861700dacccb79.jpg,2025-10-30 00:34:39,
335,Unknown,No violation,Test Location,F:\1. BE CSE AIML\SEM 7\CAPSTONE PROJECT\Intelligent_Traffic_Violation_detection_and_Explanation_System\Code\ocr_results\annot_94_jpg.rf.851b30ec3a8499f0d7861700dacccb79.jpg,2025-10-30 00:34:41,
336,Unknown,No violation,Test Location,F:\1. BE CSE AIML\SEM 7\CAPSTONE PROJECT\Intelligent_Traffic_Violation_detection_and_Explanation_System\Code\ocr_results\annot_94_jpg.rf.851b30ec3a8499f0d7861700dacccb79.jpg,2025-10-30 00:34:44,
337,UNKNOWN,Lane Violation,Test Location,F:\1. BE CSE AIML\SEM 7\CAPSTONE PROJECT\Intelligent_Traffic_Violation_detection_and_Explanation_System\Code\ocr_results\vehicle_image.jpg,2025-10-30 00:34:47,
338,UNKNOWN,White Line Violation,Test Location,F:\1. BE CSE AIML\SEM 7\CAPSTONE PROJECT\Intelligent_Traffic_Violation_detection_and_Explanation_System\Code\ocr_results\vehicle_image.jpg,2025-10-30 00:34:47,
339,UNKNOWN,Red Light Violation,Test Location,F:\1. BE CSE AIML\SEM 7\CAPSTONE PROJECT\Intelligent_Traffic_Violation_detection_and_Explanation_System\Code\ocr_results\vehicle_image.jpg,2025-10-30 00:34:47,
340,Unknown,Lane Violation,Test Location,F:\1. BE CSE AIML\SEM 7\CAPSTONE PROJECT\Intelligent_Traffic_Violation_detection_and_Explanation_System\Code\ocr_results\annot_BikesHelmets1.png,2025-10-30 00:34:47,
341,Unknown,White Line Violation,Test Location,F:\1. BE CSE AIML\SEM 7\CAPSTONE PROJECT\Intelligent_Traffic_Violation_detection_and_Explanation_System\Code\ocr_results\annot_BikesHelmets1.png,2025-10-30 00:34:48,
342,Unknown,Red Light Violation,Test Location,F:\1. BE CSE AIML\SEM 7\CAPSTONE PROJECT\Intelligent_Traffic_Violation_detection_and_Explanation_System\Code\ocr_results\annot_BikesHelmets1.png,2025-10-30 00:34:48,
343,UNKNOWN,Helmet Violation,Test Location,F:\1. BE CSE AIML\SEM 7\CAPSTONE PROJECT\Intelligent_Traffic_Violation_detection_and_Explanation_System\Code\ocr_results\vehicle_image.jpg,2025-10-30 00:34:49,
344,UNKNOWN,Lane Violation,Test Location,F:\1. BE CSE AIML\SEM 7\CAPSTONE PROJECT\Intelligent_Traffic_Violation_detection_and_Explanation_System\Code\ocr_results\vehicle_image.jpg,2025-10-30 00:34:49,
345,UNKNOWN,White Line Violation,Test Location,F:\1. BE CSE AIML\SEM 7\CAPSTONE PROJECT\Intelligent_Traffic_Violation_detection_and_Explanation_System\Code\ocr_results\vehicle_image.jpg,2025-10-30 00:34:49,
346,UNKNOWN,Red Light Violation,Test Location,F:\1. BE CSE AIML\SEM 7\CAPSTONE PROJECT\Intelligent_Traffic_Violation_detection_and_Explanation_System\Code\ocr_results\vehicle_image.jpg,2025-10-30 00:34:49,
347,Unknown,Helmet Violation,Test Location,F:\1. BE CSE AIML\SEM 7\CAPSTONE PROJECT\Intelligent_Traffic_Violation_detection_and_Explanation_System\Code\ocr_results\annot_BikesHelmets1.png,2025-10-30 00:34:50,
348,Unknown,Lane Violation,Test Location,F:\1. BE CSE AIML\SEM 7\CAPSTONE PROJECT\Intelligent_Traffic_Violation_detection_and_Explanation_System\Code\ocr_results\annot_BikesHelmets1.png,2025-10-30 00:34:50,
349,Unknown,White Line Violation,Test Location,F:\1. BE CSE AIML\SEM 7\CAPSTONE PROJECT\Intelligent_Traffic_Violation_detection_and_Explanation_System\Code\ocr_results\annot_BikesHelmets1.png,2025-10-30 00:34:50,
350,Unknown,Red Light Violation,Test Location,F:\1. BE CSE AIML\SEM 7\CAPSTONE PROJECT\Intelligent_Traffic_Violation_detection_and_Explanation_System\Code\ocr_results\annot_BikesHelmets1.png,2025-10-30 00:34:50,
351,UNKNOWN,Lane Violation,Test Location,F:\1. BE CSE AIML\SEM 7\CAPSTONE PROJECT\Intelligent_Traffic_Violation_detection_and_Explanation_System\Code\ocr_results\vehicle_image.jpg,2025-10-30 00:34:52,
352,UNKNOWN,White Line Violation,Test Location,F:\1. BE CSE AIML\SEM 7\CAPSTONE PROJECT\Intelligent_Traffic_Violation_detection_and_Explanation_System\Code\ocr_results\vehicle_image.jpg,2025-10-30 00:34:52,
353,UNKNOWN,Red Light Violation,Test Location,F:\1. BE CSE AIML\SEM 7\CAPSTONE PROJECT\Intelligent_Traffic_Violation_detection_and_Explanation_System\Code\ocr_results\vehicle_image.jpg,2025-10-30 00:34:53,
354,Unknown,Lane Violation,Test Location,F:\1. BE CSE AIML\SEM 7\CAPSTONE PROJECT\Intelligent_Traffic_Violation_detection_and_Explanation_System\Code\ocr_results\annot_BikesHelmets101.png,2025-10-30 00:34:53,
355,Unknown,White Line Violation,Test Location,F:\1. BE CSE AIML\SEM 7\CAPSTONE PROJECT\Intelligent_Traffic_Violation_detection_and_Explanation_System\Code\ocr_results\annot_BikesHelmets101.png,2025-10-30 00:34:53,
356,Unknown,Red Light Violation,Test Location,F:\1. BE CSE AIML\SEM 7\CAPSTONE PROJECT\Intelligent_Traffic_Violation_detection_and_Explanation_System\Code\ocr_results\annot_BikesHelmets101.png,2025-10-30 00:34:53,
357,UNKNOWN,White Line Violation,Test Location,F:\1. BE CSE AIML\SEM 7\CAPSTONE PROJECT\Intelligent_Traffic_Violation_detection_and_Explanation_System\Code\ocr_results\vehicle_image.jpg,2025-10-30 00:34:54,
358,UNKNOWN,Red Light Violation,Test Location,F:\1. BE CSE AIML\SEM 7\CAPSTONE PROJECT\Intelligent_Traffic_Violation_detection_and_Explanation_System\Code\ocr_results\vehicle_image.jpg,2025-10-30 00:34:55,
359,Unknown,White Line Violation,Test Location,F:\1. BE CSE AIML\SEM 7\CAPSTONE PROJECT\Intelligent_Traffic_Violation_detection_and_Explanation_System\Code\ocr_results\annot_BikesHelmets101.png,2025-10-30 00:34:55,
360,Unknown,Red Light Violation,Test Location,F:\1. BE CSE AIML\SEM 7\CAPSTONE PROJECT\Intelligent_Traffic_Violation_detection_and_Explanation_System\Code\ocr_results\annot_BikesHelmets101.png,2025-10-30 00:34:55,
361,UNKNOWN,White Line Violation,Test Location,F:\1. BE CSE AIML\SEM 7\CAPSTONE PROJECT\Intelligent_Traffic_Violation_detection_and_Explanation_System\Code\ocr_results\vehicle_image.jpg,2025-10-30 00:34:57,
362,Unknown,White Line Violation,Test Location,F:\1. BE CSE AIML\SEM 7\CAPSTONE PROJECT\Intelligent_Traffic_Violation_detection_and_Explanation_System\Code\ocr_results\annot_BikesHelmets108.png,2025-10-30 00:34:57,
363,UNKNOWN,White Line Violation,Test Location,F:\1. BE CSE AIML\SEM 7\CAPSTONE PROJECT\Intelligent_Traffic_Violation_detection_and_Explanation_System\Code\ocr_results\vehicle_image.jpg,2025-10-30 00:35:01,
364,Unknown,White Line Violation,Test Location,F:\1. BE CSE AIML\SEM 7\CAPSTONE PROJECT\Intelligent_Traffic_Violation_detection_and_Explanation_System\Code\ocr_results\annot_BikesHelmets108.png,2025-10-30 00:35:01,
365,UNKNOWN,White Line Violation,Test Location,F:\1. BE CSE AIML\SEM 7\CAPSTONE PROJECT\Intelligent_Traffic_Violation_detection_and_Explanation_System\Code\ocr_results\vehicle_image.jpg,2025-10-30 00:35:04,
366,Unknown,White Line Violation,Test Location,F:\1. BE CSE AIML\SEM 7\CAPSTONE PROJECT\Intelligent_Traffic_Violation_detection_and_Explanation_System\Code\ocr_results\annot_BikesHelmets108.png,2025-10-30 00:35:04,
367,Unknown,No violation,Test Location,F:\1. BE CSE AIML\SEM 7\CAPSTONE PROJECT\Intelligent_Traffic_Violation_detection_and_Explanation_System\Code\ocr_results\annot_BikesHelmets108.png,2025-10-30 00:35:09,
368,UNKNOWN,Helmet Violation,Test Location,F:\1. BE CSE AIML\SEM 7\CAPSTONE PROJECT\Intelligent_Traffic_Violation_detection_and_Explanation_System\Code\ocr_results\vehicle_image.jpg,2025-10-30 00:35:13,
369,UNKNOWN,White Line Violation,Test Location,F:\1. BE CSE AIML\SEM 7\CAPSTONE PROJECT\Intelligent_Traffic_Violation_detection_and_Explanation_System\Code\ocr_results\vehicle_image.jpg,2025-10-30 00:35:13,
370,Unknown,Helmet Violation,Test Location,F:\1. BE CSE AIML\SEM 7\CAPSTONE PROJECT\Intelligent_Traffic_Violation_detection_and_Explanation_System\Code\ocr_results\annot_BikesHelmets108.png,2025-10-30 00:35:13,
371,Unknown,White Line Violation,Test Location,F:\1. BE CSE AIML\SEM 7\CAPSTONE PROJECT\Intelligent_Traffic_Violation_detection_and_Explanation_System\Code\ocr_results\annot_BikesHelmets108.png,2025-10-30 00:35:13,
372,UNKNOWN,Helmet Violation,Test Location,F:\1. BE CSE AIML\SEM 7\CAPSTONE PROJECT\Intelligent_Traffic_Violation_detection_and_Explanation_System\Code\ocr_results\vehicle_image.jpg,2025-10-30 00:35:16,
373,Unknown,Helmet Violation,Test Location,F:\1. BE CSE AIML\SEM 7\CAPSTONE PROJECT\Intelligent_Traffic_Violation_detection_and_Explanation_System\Code\ocr_results\annot_BikesHelmets135.png,2025-10-30 00:35:16,
374,UNKNOWN,Lane Violation,Test Location,F:\1. BE CSE AIML\SEM 7\CAPSTONE PROJECT\Intelligent_Traffic_Violation_detection_and_Explanation_System\Code\ocr_results\vehicle_image.jpg,2025-10-30 00:35:20,
375,Unknown,Lane Violation,Test Location,F:\1. BE CSE AIML\SEM 7\CAPSTONE PROJECT\Intelligent_Traffic_Violation_detection_and_Explanation_System\Code\ocr_results\annot_BikesHelmets135.png,2025-10-30 00:35:20,
376,Unknown,No violation,Test Location,F:\1. BE CSE AIML\SEM 7\CAPSTONE PROJECT\Intelligent_Traffic_Violation_detection_and_Explanation_System\Code\ocr_results\annot_BikesHelmets135.png,2025-10-30 00:35:25,
377,UNKNOWN,Lane Violation,Test Location,F:\1. BE CSE AIML\SEM 7\CAPSTONE PROJECT\Intelligent_Traffic_Violation_detection_and_Explanation_System\Code\ocr_results\vehicle_image.jpg,2025-10-30 00:35:28,
378,Unknown,Lane Violation,Test Location,F:\1. BE CSE AIML\SEM 7\CAPSTONE PROJECT\Intelligent_Traffic_Violation_detection_and_Explanation_System\Code\ocr_results\annot_BikesHelmets135.png,2025-10-30 00:35:28,
379,UNKNOWN,Lane Violation,Test Location,F:\1. BE CSE AIML\SEM 7\CAPSTONE PROJECT\Intelligent_Traffic_Violation_detection_and_Explanation_System\Code\ocr_results\vehicle_image.jpg,2025-10-30 00:35:31,
380,UNKNOWN,White Line Violation,Test Location,F:\1. BE CSE AIML\SEM 7\CAPSTONE PROJECT\Intelligent_Traffic_Violation_detection_and_Explanation_System\Code\ocr_results\vehicle_image.jpg,2025-10-30 00:35:32,
381,UNKNOWN,Red Light Violation,Test Location,F:\1. BE CSE AIML\SEM 7\CAPSTONE PROJECT\Intelligent_Traffic_Violation_detection_and_Explanation_System\Code\ocr_results\vehicle_image.jpg,2025-10-30 00:35:32,
382,Unknown,Lane Violation,Test Location,F:\1. BE CSE AIML\SEM 7\CAPSTONE PROJECT\Intelligent_Traffic_Violation_detection_and_Explanation_System\Code\ocr_results\annot_BikesHelmets152.png,2025-10-30 00:35:32,
383,Unknown,White Line Violation,Test Location,F:\1. BE CSE AIML\SEM 7\CAPSTONE PROJECT\Intelligent_Traffic_Violation_detection_and_Explanation_System\Code\ocr_results\annot_BikesHelmets152.png,2025-10-30 00:35:32,
384,Unknown,Red Light Violation,Test Location,F:\1. BE CSE AIML\SEM 7\CAPSTONE PROJECT\Intelligent_Traffic_Violation_detection_and_Explanation_System\Code\ocr_results\annot_BikesHelmets152.png,2025-10-30 00:35:32,
385,UNKNOWN,Lane Violation,Test Location,F:\1. BE CSE AIML\SEM 7\CAPSTONE PROJECT\Intelligent_Traffic_Violation_detection_and_Explanation_System\Code\ocr_results\vehicle_image.jpg,2025-10-30 00:35:36,
386,UNKNOWN,White Line Violation,Test Location,F:\1. BE CSE AIML\SEM 7\CAPSTONE PROJECT\Intelligent_Traffic_Violation_detection_and_Explanation_System\Code\ocr_results\vehicle_image.jpg,2025-10-30 00:35:36,
387,UNKNOWN,Red Light Violation,Test Location,F:\1. BE CSE AIML\SEM 7\CAPSTONE PROJECT\Intelligent_Traffic_Violation_detection_and_Explanation_System\Code\ocr_results\vehicle_image.jpg,2025-10-30 00:35:36,
388,Unknown,Lane Violation,Test Location,F:\1. BE CSE AIML\SEM 7\CAPSTONE PROJECT\Intelligent_Traffic_Violation_detection_and_Explanation_System\Code\ocr_results\annot_BikesHelmets152.png,2025-10-30 00:35:36,
389,Unknown,White Line Violation,Test Location,F:\1. BE CSE AIML\SEM 7\CAPSTONE PROJECT\Intelligent_Traffic_Violation_detection_and_Explanation_System\Code\ocr_results\annot_BikesHelmets152.png,2025-10-30 00:35:36,
390,Unknown,Red Light Violation,Test Location,F:\1. BE CSE AIML\SEM 7\CAPSTONE PROJECT\Intelligent_Traffic_Violation_detection_and_Explanation_System\Code\ocr_results\annot_BikesHelmets152.png,2025-10-30 00:35:36,
391,UNKNOWN,Helmet Violation,Test Location,F:\1. BE CSE AIML\SEM 7\CAPSTONE PROJECT\Intelligent_Traffic_Violation_detection_and_Explanation_System\Code\ocr_results\vehicle_image.jpg,2025-10-30 00:35:39,
392,UNKNOWN,Lane Violation,Test Location,F:\1. BE CSE AIML\SEM 7\CAPSTONE PROJECT\Intelligent_Traffic_Violation_detection_and_Explanation_System\Code\ocr_results\vehicle_image.jpg,2025-10-30 00:35:39,
393,UNKNOWN,White Line Violation,Test Location,F:\1. BE CSE AIML\SEM 7\CAPSTONE PROJECT\Intelligent_Traffic_Violation_detection_and_Explanation_System\Code\ocr_results\vehicle_image.jpg,2025-10-30 00:35:39,
394,UNKNOWN,Red Light Violation,Test Location,F:\1. BE CSE AIML\SEM 7\CAPSTONE PROJECT\Intelligent_Traffic_Violation_detection_and_Explanation_System\Code\ocr_results\vehicle_image.jpg,2025-10-30 00:35:39,
395,Unknown,Helmet Violation,Test Location,F:\1. BE CSE AIML\SEM 7\CAPSTONE PROJECT\Intelligent_Traffic_Violation_detection_and_Explanation_System\Code\ocr_results\annot_BikesHelmets152.png,2025-10-30 00:35:39,
396,Unknown,Lane Violation,Test Location,F:\1. BE CSE AIML\SEM 7\CAPSTONE PROJECT\Intelligent_Traffic_Violation_detection_and_Explanation_System\Code\ocr_results\annot_BikesHelmets152.png,2025-10-30 00:35:39,
397,Unknown,White Line Violation,Test Location,F:\1. BE CSE AIML\SEM 7\CAPSTONE PROJECT\Intelligent_Traffic_Violation_detection_and_Explanation_System\Code\ocr_results\annot_BikesHelmets152.png,2025-10-30 00:35:39,
398,Unknown,Red Light Violation,Test Location,F:\1. BE CSE AIML\SEM 7\CAPSTONE PROJECT\Intelligent_Traffic_Violation_detection_and_Explanation_System\Code\ocr_results\annot_BikesHelmets152.png,2025-10-30 00:35:40,
399,UNKNOWN,Lane Violation,Test Location,F:\1. BE CSE AIML\SEM 7\CAPSTONE PROJECT\Intelligent_Traffic_Violation_detection_and_Explanation_System\Code\ocr_results\vehicle_image.jpg,2025-10-30 00:35:43,
400,UNKNOWN,White Line Violation,Test Location,F:\1. BE CSE AIML\SEM 7\CAPSTONE PROJECT\Intelligent_Traffic_Violation_detection_and_Explanation_System\Code\ocr_results\vehicle_image.jpg,2025-10-30 00:35:43,
